Elapsed time,ECG,EMG,foot GSR,hand GSR,HR,marker,RESP
'0:03.754',-0.015,0.347,7.209,6.399,66.0,11.55,50.48
'0:03.756',0.0,0.347,7.209,6.399,66.0,11.55,50.48
'0:03.758',0.031,0.347,7.209,6.399,66.0,11.55,50.48
'0:03.760',0.067,0.347,7.209,6.399,66.0,11.55,50.48
'0:03.762',0.065,0.347,7.209,6.399,66.0,11.55,50.48
'0:03.764',-0.011,0.347,7.209,6.399,66.0,11.55,50.48
'0:03.766',-0.073,0.347,7.209,6.399,66.0,11.55,50.48
'0:03.768',-0.013,0.347,7.209,6.399,66.0,11.55,50.48
'0:03.770',0.045,0.347,7.209,6.399,66.0,11.55,50.48
'0:03.772',-0.042,0.347,7.209,6.399,66.0,11.55,50.48
'0:03.774',-0.134,0.347,7.207,6.404,66.0,11.55,50.47
'0:03.776',-0.134,0.347,7.207,6.404,66.0,11.55,50.47
'0:03.778',-0.122,0.347,7.207,6.404,66.0,11.55,50.47
'0:03.780',-0.131,0.347,7.207,6.404,66.0,11.55,50.47
'0:03.782',-0.133,0.347,7.207,6.404,66.0,11.55,50.47
'0:03.784',-0.107,0.347,7.207,6.404,66.0,11.55,50.47
'0:03.786',-0.071,0.347,7.207,6.404,66.0,11.55,50.47
'0:03.788',-0.052,0.347,7.207,6.404,66.0,11.55,50.47
'0:03.790',-0.048,0.347,7.207,6.404,66.0,11.55,50.47
'0:03.792',-0.039,0.347,7.207,6.404,66.0,11.55,50.47
'0:03.794',-0.049,0.347,7.207,6.404,66.0,11.55,50.47
'0:03.796',-0.09,0.347,7.207,6.404,66.0,11.55,50.47
'0:03.798',-0.126,0.347,7.207,6.404,66.0,11.55,50.47
'0:03.800',-0.129,0.347,7.207,6.404,66.0,11.55,50.47
'0:03.802',-0.116,0.347,7.207,6.404,66.0,11.55,50.47
'0:03.804',-0.105,0.347,7.207,6.404,66.0,11.55,50.47
'0:03.806',-0.098,0.399,7.202,6.419,66.0,11.55,50.46
'0:03.808',-0.092,0.399,7.202,6.419,66.0,11.55,50.46
'0:03.810',-0.073,0.399,7.202,6.419,66.0,11.55,50.46
'0:03.813',-0.063,0.399,7.202,6.419,66.0,11.55,50.46
'0:03.815',-0.082,0.399,7.202,6.419,66.0,11.55,50.46
'0:03.817',-0.082,0.399,7.202,6.419,66.0,11.55,50.46
'0:03.819',-0.068,0.399,7.202,6.419,66.0,11.55,50.46
'0:03.821',-0.072,0.399,7.202,6.419,66.0,11.55,50.46
'0:03.823',-0.073,0.399,7.202,6.419,66.0,11.55,50.46
'0:03.825',-0.066,0.399,7.202,6.419,66.0,11.55,50.46
'0:03.827',-0.061,0.399,7.202,6.419,66.0,11.55,50.46
'0:03.829',-0.061,0.399,7.202,6.419,66.0,11.55,50.46
'0:03.831',-0.081,0.399,7.202,6.419,66.0,11.55,50.46
'0:03.833',-0.098,0.399,7.202,6.419,66.0,11.55,50.46
'0:03.835',-0.079,0.399,7.202,6.419,66.0,11.55,50.46
'0:03.837',-0.049,0.399,7.202,6.419,66.0,11.55,50.46
'0:03.839',-0.044,0.399,7.202,6.429,66.0,11.55,50.46
'0:03.841',-0.042,0.399,7.202,6.429,66.0,11.55,50.46
'0:03.843',-0.039,0.399,7.202,6.429,66.0,11.55,50.46
'0:03.845',-0.044,0.399,7.202,6.429,66.0,11.55,50.46
'0:03.847',-0.026,0.399,7.202,6.429,66.0,11.55,50.46
'0:03.849',-0.043,0.399,7.202,6.429,66.0,11.55,50.46
'0:03.851',-0.114,0.399,7.202,6.429,66.0,11.55,50.46
'0:03.853',-0.138,0.399,7.202,6.429,66.0,11.55,50.46
'0:03.855',-0.122,0.399,7.202,6.429,66.0,11.55,50.46
'0:03.857',-0.11,0.399,7.202,6.429,66.0,11.55,50.46
'0:03.859',-0.084,0.399,7.202,6.429,66.0,11.55,50.46
'0:03.861',-0.06,0.399,7.202,6.429,66.0,11.55,50.46
'0:03.863',-0.059,0.399,7.202,6.429,66.0,11.55,50.46
'0:03.865',-0.057,0.399,7.202,6.429,66.0,11.55,50.46
'0:03.867',-0.026,0.399,7.202,6.429,66.0,11.55,50.46
'0:03.869',-0.015,0.399,7.202,6.429,66.0,11.55,50.46
'0:03.871',-0.065,0.295,7.204,6.424,66.0,11.55,50.46
'0:03.873',-0.123,0.295,7.204,6.424,66.0,11.55,50.46
'0:03.875',-0.128,0.295,7.204,6.424,66.0,11.55,50.46
'0:03.877',-0.098,0.295,7.204,6.424,66.0,11.55,50.46
'0:03.879',-0.067,0.295,7.204,6.424,66.0,11.55,50.46
'0:03.881',-0.021,0.295,7.204,6.424,66.0,11.55,50.46
'0:03.883',0.048,0.295,7.204,6.424,66.0,11.55,50.46
'0:03.885',0.139,0.295,7.204,6.424,66.0,11.55,50.46
'0:03.887',0.251,0.295,7.204,6.424,66.0,11.55,50.46
'0:03.889',0.365,0.295,7.204,6.424,66.0,11.55,50.46
'0:03.891',0.491,0.295,7.204,6.424,66.0,11.55,50.46
'0:03.893',0.624,0.295,7.204,6.424,66.0,11.55,50.46
'0:03.895',0.742,0.295,7.204,6.424,66.0,11.55,50.46
'0:03.897',0.861,0.295,7.204,6.424,66.0,11.55,50.46
'0:03.899',0.961,0.295,7.204,6.424,66.0,11.55,50.46
'0:03.901',1.046,0.295,7.204,6.424,66.0,11.55,50.46
'0:03.903',1.116,0.295,7.202,6.426,66.0,11.55,50.46
'0:03.905',1.129,0.295,7.202,6.426,66.0,11.55,50.46
'0:03.907',1.085,0.295,7.202,6.426,66.0,11.55,50.46
'0:03.909',1.006,0.295,7.202,6.426,66.0,11.55,50.46
'0:03.911',0.899,0.295,7.202,6.426,66.0,11.55,50.46
'0:03.913',0.709,0.295,7.202,6.426,66.0,11.55,50.46
'0:03.915',0.425,0.295,7.202,6.426,66.0,11.55,50.46
'0:03.917',0.157,0.295,7.202,6.426,66.0,11.55,50.46
'0:03.919',-0.021,0.295,7.202,6.426,66.0,11.55,50.46
'0:03.921',-0.149,0.295,7.202,6.426,66.0,11.55,50.46
'0:03.923',-0.25,0.295,7.202,6.426,66.0,11.55,50.46
'0:03.925',-0.331,0.295,7.202,6.426,66.0,11.55,50.46
'0:03.927',-0.356,0.295,7.202,6.426,66.0,11.55,50.46
'0:03.929',-0.335,0.295,7.202,6.426,66.0,11.55,50.46
'0:03.931',-0.325,0.295,7.202,6.426,66.0,11.55,50.46
'0:03.933',-0.299,0.295,7.202,6.426,66.0,11.55,50.46
'0:03.935',-0.236,0.383,7.202,6.434,66.0,11.55,50.45
'0:03.938',-0.162,0.383,7.202,6.434,66.0,11.55,50.45
'0:03.940',-0.076,0.383,7.202,6.434,66.0,11.55,50.45
'0:03.942',-0.013,0.383,7.202,6.434,66.0,11.55,50.45
'0:03.944',-0.004,0.383,7.202,6.434,66.0,11.55,50.45
'0:03.946',-0.006,0.383,7.202,6.434,66.0,11.55,50.45
'0:03.948',-0.002,0.383,7.202,6.434,66.0,11.55,50.45
'0:03.950',-0.002,0.383,7.202,6.434,66.0,11.55,50.45
'0:03.952',-0.005,0.383,7.202,6.434,66.0,11.55,50.45
'0:03.954',0.007,0.383,7.202,6.434,66.0,11.55,50.45
'0:03.956',0.063,0.383,7.202,6.434,66.0,11.55,50.45
'0:03.958',0.095,0.383,7.202,6.434,66.0,11.55,50.45
'0:03.960',0.04,0.383,7.202,6.434,66.0,11.55,50.45
'0:03.962',-0.018,0.383,7.202,6.434,66.0,11.55,50.45
'0:03.964',-0.038,0.383,7.202,6.434,66.0,11.55,50.45
'0:03.966',-0.011,0.383,7.202,6.434,66.0,11.55,50.45
'0:03.968',0.017,0.383,7.199,6.439,66.0,11.55,50.46
'0:03.970',0.004,0.383,7.199,6.439,66.0,11.55,50.46
'0:03.972',0.022,0.383,7.199,6.439,66.0,11.55,50.46
'0:03.974',0.046,0.383,7.199,6.439,66.0,11.55,50.46
'0:03.976',0.017,0.383,7.199,6.439,66.0,11.55,50.46
'0:03.978',-0.002,0.383,7.199,6.439,66.0,11.55,50.46
'0:03.980',0.016,0.383,7.199,6.439,66.0,11.55,50.46
'0:03.982',0.035,0.383,7.199,6.439,66.0,11.55,50.46
'0:03.984',0.052,0.383,7.199,6.439,66.0,11.55,50.46
'0:03.986',0.059,0.383,7.199,6.439,66.0,11.55,50.46
'0:03.988',0.046,0.383,7.199,6.439,66.0,11.55,50.46
'0:03.990',0.043,0.383,7.199,6.439,66.0,11.55,50.46
'0:03.992',0.043,0.383,7.199,6.439,66.0,11.55,50.46
'0:03.994',0.027,0.383,7.199,6.439,66.0,11.55,50.46
'0:03.996',-0.002,0.383,7.199,6.439,66.0,11.55,50.46
'0:03.998',-0.006,0.383,7.199,6.439,66.0,11.55,50.46
'0:04.000',0.004,0.041,7.199,6.446,66.0,11.55,50.46
'0:04.002',0.01,0.041,7.199,6.446,66.0,11.55,50.46
'0:04.004',0.021,0.041,7.199,6.446,66.0,11.55,50.46
'0:04.006',0.022,0.041,7.199,6.446,66.0,11.55,50.46
'0:04.008',0.027,0.041,7.199,6.446,66.0,11.55,50.46
'0:04.010',0.038,0.041,7.199,6.446,66.0,11.55,50.46
'0:04.012',0.063,0.041,7.199,6.446,66.0,11.55,50.46
'0:04.014',0.079,0.041,7.199,6.446,66.0,11.55,50.46
'0:04.016',0.078,0.041,7.199,6.446,66.0,11.55,50.46
'0:04.018',0.126,0.041,7.199,6.446,66.0,11.55,50.46
'0:04.020',0.206,0.041,7.199,6.446,66.0,11.55,50.46
'0:04.022',0.258,0.041,7.199,6.446,66.0,11.55,50.46
'0:04.024',0.226,0.041,7.199,6.446,66.0,11.55,50.46
'0:04.026',0.156,0.041,7.199,6.446,66.0,11.55,50.46
'0:04.028',0.142,0.041,7.199,6.446,66.0,11.55,50.46
'0:04.030',0.178,0.041,7.199,6.446,66.0,11.55,50.46
'0:04.032',0.219,0.041,7.199,6.456,66.0,11.55,50.46
'0:04.034',0.212,0.041,7.199,6.456,66.0,11.55,50.46
'0:04.036',0.203,0.041,7.199,6.456,66.0,11.55,50.46
'0:04.038',0.205,0.041,7.199,6.456,66.0,11.55,50.46
'0:04.040',0.195,0.041,7.199,6.456,66.0,11.55,50.46
'0:04.042',0.201,0.041,7.199,6.456,66.0,11.55,50.46
'0:04.044',0.226,0.041,7.199,6.456,66.0,11.55,50.46
'0:04.046',0.248,0.041,7.199,6.456,66.0,11.55,50.46
'0:04.048',0.262,0.041,7.199,6.456,66.0,11.55,50.46
'0:04.050',0.266,0.041,7.199,6.456,66.0,11.55,50.46
'0:04.052',0.276,0.041,7.199,6.456,66.0,11.55,50.46
'0:04.054',0.297,0.041,7.199,6.456,66.0,11.55,50.46
'0:04.056',0.305,0.041,7.199,6.456,66.0,11.55,50.46
'0:04.058',0.308,0.041,7.199,6.456,66.0,11.55,50.46
'0:04.060',0.305,0.041,7.199,6.456,66.0,11.55,50.46
'0:04.063',0.299,0.041,7.199,6.456,66.0,11.55,50.46
'0:04.065',0.315,0.026,7.199,6.466,66.0,11.55,50.46
'0:04.067',0.333,0.026,7.199,6.466,66.0,11.55,50.46
'0:04.069',0.333,0.026,7.199,6.466,66.0,11.55,50.46
'0:04.071',0.353,0.026,7.199,6.466,66.0,11.55,50.46
'0:04.073',0.361,0.026,7.199,6.466,66.0,11.55,50.46
'0:04.075',0.377,0.026,7.199,6.466,66.0,11.55,50.46
'0:04.077',0.419,0.026,7.199,6.466,66.0,11.55,50.46
'0:04.079',0.247,0.026,7.199,6.466,66.0,11.55,50.46
'0:04.081',0.059,0.026,7.199,6.466,66.0,11.55,50.46
'0:04.083',0.126,0.026,7.199,6.466,66.0,11.55,50.46
'0:04.085',0.212,0.026,7.199,6.466,66.0,11.55,50.46
'0:04.087',0.251,0.026,7.199,6.466,66.0,11.55,50.46
'0:04.089',0.228,0.026,7.199,6.466,66.0,11.55,50.46
'0:04.091',0.155,0.026,7.199,6.466,66.0,11.55,50.46
'0:04.093',0.14,0.026,7.199,6.466,66.0,11.55,50.46
'0:04.095',0.178,0.026,7.199,6.466,66.0,11.55,50.46
'0:04.097',0.219,0.026,7.199,6.473,66.0,11.55,50.46
'0:04.099',0.212,0.026,7.199,6.473,66.0,11.55,50.46
'0:04.101',0.203,0.026,7.199,6.473,66.0,11.55,50.46
'0:04.103',0.205,0.026,7.199,6.473,66.0,11.55,50.46
'0:04.105',0.195,0.026,7.199,6.473,66.0,11.55,50.46
'0:04.107',0.201,0.026,7.199,6.473,66.0,11.55,50.46
'0:04.109',0.226,0.026,7.199,6.473,66.0,11.55,50.46
'0:04.111',0.248,0.026,7.199,6.473,66.0,11.55,50.46
'0:04.113',0.262,0.026,7.199,6.473,66.0,11.55,50.46
'0:04.115',0.266,0.026,7.199,6.473,66.0,11.55,50.46
'0:04.117',0.276,0.026,7.199,6.473,66.0,11.55,50.46
'0:04.119',0.297,0.026,7.199,6.473,66.0,11.55,50.46
'0:04.121',0.305,0.026,7.199,6.473,66.0,11.55,50.46
'0:04.123',0.308,0.026,7.199,6.473,66.0,11.55,50.46
'0:04.125',0.305,0.026,7.199,6.473,66.0,11.55,50.46
'0:04.127',0.299,0.026,7.199,6.473,66.0,11.55,50.46
'0:04.129',0.314,0.352,7.199,6.476,66.0,11.55,50.46
'0:04.131',0.332,0.352,7.199,6.476,66.0,11.55,50.46
'0:04.133',0.337,0.352,7.199,6.476,66.0,11.55,50.46
'0:04.135',0.347,0.352,7.199,6.476,66.0,11.55,50.46
'0:04.137',0.366,0.352,7.199,6.476,66.0,11.55,50.46
'0:04.139',0.38,0.352,7.199,6.476,66.0,11.55,50.46
'0:04.141',0.393,0.352,7.199,6.476,66.0,11.55,50.46
'0:04.143',0.424,0.352,7.199,6.476,66.0,11.55,50.46
'0:04.145',0.436,0.352,7.199,6.476,66.0,11.55,50.46
'0:04.147',0.42,0.352,7.199,6.476,66.0,11.55,50.46
'0:04.149',0.402,0.352,7.199,6.476,66.0,11.55,50.46
'0:04.151',0.378,0.352,7.199,6.476,66.0,11.55,50.46
'0:04.153',0.363,0.352,7.199,6.476,66.0,11.55,50.46
'0:04.155',0.363,0.352,7.199,6.476,66.0,11.55,50.46
'0:04.157',0.376,0.352,7.199,6.476,66.0,11.55,50.46
'0:04.159',0.393,0.352,7.199,6.476,66.0,11.55,50.46
'0:04.161',0.42,0.352,7.199,6.478,66.0,11.55,50.45
'0:04.163',0.446,0.352,7.199,6.478,66.0,11.55,50.45
'0:04.165',0.431,0.352,7.199,6.478,66.0,11.55,50.45
'0:04.167',0.413,0.352,7.199,6.478,66.0,11.55,50.45
'0:04.169',0.418,0.352,7.199,6.478,66.0,11.55,50.45
'0:04.171',0.422,0.352,7.199,6.478,66.0,11.55,50.45
'0:04.173',0.443,0.352,7.199,6.478,66.0,11.55,50.45
'0:04.175',0.43,0.352,7.199,6.478,66.0,11.55,50.45
'0:04.177',0.371,0.352,7.199,6.478,66.0,11.55,50.45
'0:04.179',0.366,0.352,7.199,6.478,66.0,11.55,50.45
'0:04.181',0.356,0.352,7.199,6.478,66.0,11.55,50.45
'0:04.183',0.297,0.352,7.199,6.478,66.0,11.55,50.45
'0:04.185',0.282,0.352,7.199,6.478,66.0,11.55,50.45
'0:04.188',0.294,0.352,7.199,6.478,66.0,11.55,50.45
'0:04.190',0.287,0.352,7.199,6.478,66.0,11.55,50.45
'0:04.192',0.278,0.352,7.199,6.478,66.0,11.55,50.45
'0:04.194',0.27,0.357,7.199,6.481,66.0,11.55,50.45
'0:04.196',0.27,0.357,7.199,6.481,66.0,11.55,50.45
'0:04.198',0.294,0.357,7.199,6.481,66.0,11.55,50.45
'0:04.200',0.283,0.357,7.199,6.481,66.0,11.55,50.45
'0:04.202',0.205,0.357,7.199,6.481,66.0,11.55,50.45
'0:04.204',0.12,0.357,7.199,6.481,66.0,11.55,50.45
'0:04.206',0.057,0.357,7.199,6.481,66.0,11.55,50.45
'0:04.208',0.028,0.357,7.199,6.481,66.0,11.55,50.45
'0:04.210',0.04,0.357,7.199,6.481,66.0,11.55,50.45
'0:04.212',0.05,0.357,7.199,6.481,66.0,11.55,50.45
'0:04.214',0.033,0.357,7.199,6.481,66.0,11.55,50.45
'0:04.216',0.021,0.357,7.199,6.481,66.0,11.55,50.45
'0:04.218',0.018,0.357,7.199,6.481,66.0,11.55,50.45
'0:04.220',0.004,0.357,7.199,6.481,66.0,11.55,50.45
'0:04.222',-0.007,0.357,7.199,6.481,66.0,11.55,50.45
'0:04.224',-0.005,0.357,7.199,6.481,66.0,11.55,50.45
'0:04.226',-0.006,0.357,7.202,6.478,66.0,11.55,50.45
'0:04.228',-0.001,0.357,7.202,6.478,66.0,11.55,50.45
'0:04.230',-0.001,0.357,7.202,6.478,66.0,11.55,50.45
'0:04.232',-0.021,0.357,7.202,6.478,66.0,11.55,50.45
'0:04.234',-0.034,0.357,7.202,6.478,66.0,11.55,50.45
'0:04.236',-0.042,0.357,7.202,6.478,66.0,11.55,50.45
'0:04.238',-0.055,0.357,7.202,6.478,66.0,11.55,50.45
'0:04.240',-0.065,0.357,7.202,6.478,66.0,11.55,50.45
'0:04.242',-0.077,0.357,7.202,6.478,66.0,11.55,50.45
'0:04.244',-0.083,0.357,7.202,6.478,66.0,11.55,50.45
'0:04.246',-0.073,0.357,7.202,6.478,66.0,11.55,50.45
'0:04.248',-0.07,0.357,7.202,6.478,66.0,11.55,50.45
'0:04.250',-0.067,0.357,7.202,6.478,66.0,11.55,50.45
'0:04.252',-0.067,0.357,7.202,6.478,66.0,11.55,50.45
'0:04.254',-0.072,0.357,7.202,6.478,66.0,11.55,50.45
'0:04.256',-0.076,0.357,7.202,6.478,66.0,11.55,50.45
'0:04.258',-0.084,0.308,7.202,6.478,65.0,11.55,50.43
'0:04.260',-0.09,0.308,7.202,6.478,65.0,11.55,50.43
'0:04.262',-0.095,0.308,7.202,6.478,65.0,11.55,50.43
'0:04.264',-0.101,0.308,7.202,6.478,65.0,11.55,50.43
'0:04.266',-0.093,0.308,7.202,6.478,65.0,11.55,50.43
'0:04.268',-0.081,0.308,7.202,6.478,65.0,11.55,50.43
'0:04.270',-0.055,0.308,7.202,6.478,65.0,11.55,50.43
'0:04.272',0.004,0.308,7.202,6.478,65.0,11.55,50.43
'0:04.274',0.038,0.308,7.202,6.478,65.0,11.55,50.43
'0:04.276',-0.011,0.308,7.202,6.478,65.0,11.55,50.43
'0:04.278',-0.109,0.308,7.202,6.478,65.0,11.55,50.43
'0:04.280',-0.175,0.308,7.202,6.478,65.0,11.55,50.43
'0:04.282',-0.189,0.308,7.202,6.478,65.0,11.55,50.43
'0:04.284',-0.161,0.308,7.202,6.478,65.0,11.55,50.43
'0:04.286',-0.116,0.308,7.202,6.478,65.0,11.55,50.43
'0:04.288',-0.104,0.308,7.202,6.478,65.0,11.55,50.43
'0:04.290',-0.131,0.308,7.204,6.473,65.0,11.55,50.43
'0:04.292',-0.118,0.308,7.204,6.473,65.0,11.55,50.43
'0:04.294',-0.055,0.308,7.204,6.473,65.0,11.55,50.43
'0:04.296',-0.057,0.308,7.204,6.473,65.0,11.55,50.43
'0:04.298',-0.106,0.308,7.204,6.473,65.0,11.55,50.43
'0:04.300',-0.121,0.308,7.204,6.473,65.0,11.55,50.43
'0:04.302',-0.131,0.308,7.204,6.473,65.0,11.55,50.43
'0:04.304',-0.137,0.308,7.204,6.473,65.0,11.55,50.43
'0:04.306',-0.133,0.308,7.204,6.473,65.0,11.55,50.43
'0:04.308',-0.129,0.308,7.204,6.473,65.0,11.55,50.43
'0:04.310',-0.127,0.308,7.204,6.473,65.0,11.55,50.43
'0:04.313',-0.128,0.308,7.204,6.473,65.0,11.55,50.43
'0:04.315',-0.106,0.308,7.204,6.473,65.0,11.55,50.43
'0:04.317',-0.067,0.308,7.204,6.473,65.0,11.55,50.43
'0:04.319',-0.078,0.308,7.204,6.473,65.0,11.55,50.43
'0:04.321',-0.12,0.308,7.204,6.473,65.0,11.55,50.43
'0:04.323',-0.125,0.313,7.212,6.473,65.0,11.55,50.48
'0:04.325',-0.115,0.313,7.212,6.473,65.0,11.55,50.48
'0:04.327',-0.122,0.313,7.212,6.473,65.0,11.55,50.48
'0:04.329',-0.125,0.313,7.212,6.473,65.0,11.55,50.48
'0:04.331',-0.114,0.313,7.212,6.473,65.0,11.55,50.48
'0:04.333',-0.103,0.313,7.212,6.473,65.0,11.55,50.48
'0:04.335',-0.107,0.313,7.212,6.473,65.0,11.55,50.48
'0:04.337',-0.109,0.313,7.212,6.473,65.0,11.55,50.48
'0:04.339',-0.09,0.313,7.212,6.473,65.0,11.55,50.48
'0:04.341',-0.085,0.313,7.212,6.473,65.0,11.55,50.48
'0:04.343',-0.092,0.313,7.212,6.473,65.0,11.55,50.48
'0:04.345',-0.068,0.313,7.212,6.473,65.0,11.55,50.48
'0:04.347',-0.061,0.313,7.212,6.473,65.0,11.55,50.48
'0:04.349',-0.079,0.313,7.212,6.473,65.0,11.55,50.48
'0:04.351',-0.081,0.313,7.212,6.473,65.0,11.55,50.48
'0:04.353',-0.099,0.313,7.212,6.473,65.0,11.55,50.48
'0:04.355',-0.12,0.313,7.217,6.481,65.0,11.55,50.53
'0:04.357',-0.138,0.313,7.217,6.481,65.0,11.55,50.53
'0:04.359',-0.136,0.313,7.217,6.481,65.0,11.55,50.53
'0:04.361',-0.061,0.313,7.217,6.481,65.0,11.55,50.53
'0:04.363',-0.01,0.313,7.217,6.481,65.0,11.55,50.53
'0:04.365',-0.04,0.313,7.217,6.481,65.0,11.55,50.53
'0:04.367',-0.094,0.313,7.217,6.481,65.0,11.55,50.53
'0:04.369',-0.117,0.313,7.217,6.481,65.0,11.55,50.53
'0:04.371',-0.101,0.313,7.217,6.481,65.0,11.55,50.53
'0:04.373',-0.1,0.313,7.217,6.481,65.0,11.55,50.53
'0:04.375',-0.123,0.313,7.217,6.481,65.0,11.55,50.53
'0:04.377',-0.138,0.313,7.217,6.481,65.0,11.55,50.53
'0:04.379',-0.144,0.313,7.217,6.481,65.0,11.55,50.53
'0:04.381',-0.154,0.313,7.217,6.481,65.0,11.55,50.53
'0:04.383',-0.156,0.313,7.217,6.481,65.0,11.55,50.53
'0:04.385',-0.127,0.313,7.217,6.481,65.0,11.55,50.53
'0:04.387',-0.095,0.228,7.214,6.476,65.0,11.55,50.51
'0:04.389',-0.115,0.228,7.214,6.476,65.0,11.55,50.51
'0:04.391',-0.148,0.228,7.214,6.476,65.0,11.55,50.51
'0:04.393',-0.143,0.228,7.214,6.476,65.0,11.55,50.51
'0:04.395',-0.133,0.228,7.214,6.476,65.0,11.55,50.51
'0:04.397',-0.132,0.228,7.214,6.476,65.0,11.55,50.51
'0:04.399',-0.122,0.228,7.214,6.476,65.0,11.55,50.51
'0:04.401',-0.111,0.228,7.214,6.476,65.0,11.55,50.51
'0:04.403',-0.105,0.228,7.214,6.476,65.0,11.55,50.51
'0:04.405',-0.106,0.228,7.214,6.476,65.0,11.55,50.51
'0:04.407',-0.101,0.228,7.214,6.476,65.0,11.55,50.51
'0:04.409',-0.092,0.228,7.214,6.476,65.0,11.55,50.51
'0:04.411',-0.095,0.228,7.214,6.476,65.0,11.55,50.51
'0:04.413',-0.129,0.228,7.214,6.476,65.0,11.55,50.51
'0:04.415',-0.165,0.228,7.214,6.476,65.0,11.55,50.51
'0:04.417',-0.153,0.228,7.214,6.476,65.0,11.55,50.51
'0:04.419',-0.123,0.228,7.217,6.481,65.0,11.55,50.52
'0:04.421',-0.09,0.228,7.217,6.481,65.0,11.55,50.52
'0:04.423',-0.067,0.228,7.217,6.481,65.0,11.55,50.52
'0:04.425',-0.087,0.228,7.217,6.481,65.0,11.55,50.52
'0:04.427',-0.125,0.228,7.217,6.481,65.0,11.55,50.52
'0:04.429',-0.149,0.228,7.217,6.481,65.0,11.55,50.52
'0:04.431',-0.15,0.228,7.217,6.481,65.0,11.55,50.52
'0:04.433',-0.139,0.228,7.217,6.481,65.0,11.55,50.52
'0:04.435',-0.139,0.228,7.217,6.481,65.0,11.55,50.52
'0:04.438',-0.136,0.228,7.217,6.481,65.0,11.55,50.52
'0:04.440',-0.125,0.228,7.217,6.481,65.0,11.55,50.52
'0:04.442',-0.122,0.228,7.217,6.481,65.0,11.55,50.52
'0:04.444',-0.121,0.228,7.217,6.481,65.0,11.55,50.52
'0:04.446',-0.131,0.228,7.217,6.481,65.0,11.55,50.52
'0:04.448',-0.143,0.228,7.217,6.481,65.0,11.55,50.52
'0:04.450',-0.145,0.228,7.217,6.481,65.0,11.55,50.52
'0:04.452',-0.137,0.163,7.219,6.496,65.0,11.55,50.6
'0:04.454',-0.109,0.163,7.219,6.496,65.0,11.55,50.6
'0:04.456',-0.112,0.163,7.219,6.496,65.0,11.55,50.6
'0:04.458',-0.159,0.163,7.219,6.496,65.0,11.55,50.6
'0:04.460',-0.175,0.163,7.219,6.496,65.0,11.55,50.6
'0:04.462',-0.16,0.163,7.219,6.496,65.0,11.55,50.6
'0:04.464',-0.144,0.163,7.219,6.496,65.0,11.55,50.6
'0:04.466',-0.12,0.163,7.219,6.496,65.0,11.55,50.6
'0:04.468',-0.117,0.163,7.219,6.496,65.0,11.55,50.6
'0:04.470',-0.136,0.163,7.219,6.496,65.0,11.55,50.6
'0:04.472',-0.116,0.163,7.219,6.496,65.0,11.55,50.6
'0:04.474',-0.095,0.163,7.219,6.496,65.0,11.55,50.6
'0:04.476',-0.109,0.163,7.219,6.496,65.0,11.55,50.6
'0:04.478',-0.122,0.163,7.219,6.496,65.0,11.55,50.6
'0:04.480',-0.139,0.163,7.219,6.496,65.0,11.55,50.6
'0:04.482',-0.151,0.163,7.219,6.496,65.0,11.55,50.6
'0:04.484',-0.153,0.163,7.222,6.503,65.0,11.55,50.67
'0:04.486',-0.175,0.163,7.222,6.503,65.0,11.55,50.67
'0:04.488',-0.193,0.163,7.222,6.503,65.0,11.55,50.67
'0:04.490',-0.179,0.163,7.222,6.503,65.0,11.55,50.67
'0:04.492',-0.162,0.163,7.222,6.503,65.0,11.55,50.67
'0:04.494',-0.15,0.163,7.222,6.503,65.0,11.55,50.67
'0:04.496',-0.15,0.163,7.222,6.503,65.0,11.55,50.67
'0:04.498',-0.177,0.163,7.222,6.503,65.0,11.55,50.67
'0:04.500',-0.184,0.163,7.222,6.503,65.0,11.55,50.67
'0:04.502',-0.168,0.163,7.222,6.503,65.0,11.55,50.67
'0:04.504',-0.157,0.163,7.222,6.503,65.0,11.55,50.67
'0:04.506',-0.154,0.163,7.222,6.503,65.0,11.55,50.67
'0:04.508',-0.165,0.163,7.222,6.503,65.0,11.55,50.67
'0:04.510',-0.16,0.163,7.222,6.503,65.0,11.55,50.67
'0:04.512',-0.139,0.163,7.222,6.503,65.0,11.55,50.67
'0:04.514',-0.137,0.163,7.222,6.503,65.0,11.55,50.67
'0:04.516',-0.145,0.161,7.227,6.513,65.0,11.55,50.74
'0:04.518',-0.165,0.161,7.227,6.513,65.0,11.55,50.74
'0:04.520',-0.175,0.161,7.227,6.513,65.0,11.55,50.74
'0:04.522',-0.151,0.161,7.227,6.513,65.0,11.55,50.74
'0:04.524',-0.136,0.161,7.227,6.513,65.0,11.55,50.74
'0:04.526',-0.148,0.161,7.227,6.513,65.0,11.55,50.74
'0:04.528',-0.151,0.161,7.227,6.513,65.0,11.55,50.74
'0:04.530',-0.15,0.161,7.227,6.513,65.0,11.55,50.74
'0:04.532',-0.153,0.161,7.227,6.513,65.0,11.55,50.74
'0:04.534',-0.138,0.161,7.227,6.513,65.0,11.55,50.74
'0:04.536',-0.144,0.161,7.227,6.513,65.0,11.55,50.74
'0:04.538',-0.162,0.161,7.227,6.513,65.0,11.55,50.74
'0:04.540',-0.157,0.161,7.227,6.513,65.0,11.55,50.74
'0:04.542',-0.162,0.161,7.227,6.513,65.0,11.55,50.74
