ECG,EMG,foot GSR,hand GSR,HR,RESP,stress,Driver
0.16255982,0.21647285,0.91512203,0.93279314,0.45179516,0.40622598,1,10
0.1625601,0.21647848,0.91511714,0.932792,0.45180273,0.4062739,1,10
0.16255982,0.21647285,0.91512203,0.93279314,0.45179516,0.40622598,1,10
0.1625597,0.21646945,0.91512513,0.93279386,0.45179048,0.40619624,1,10
0.16255982,0.21647285,0.91512203,0.93279314,0.45179516,0.40622598,1,10
0.16255978,0.21647184,0.915123,0.9327934,0.45179367,0.40621656,1,10
0.1625597,0.21646945,0.91512513,0.93279386,0.45179048,0.40619624,1,10
0.16255978,0.21647069,0.9151241,0.9327937,0.45179206,0.40620643,1,10
0.1625597,0.21646945,0.91512513,0.93279386,0.45179048,0.40619624,1,10
0.16255978,0.21647184,0.915123,0.9327934,0.45179367,0.40621656,1,10
0.16255978,0.21647069,0.9151241,0.9327937,0.45179206,0.40620643,1,10
0.16255926,0.21646215,0.9151317,0.9327956,0.45178008,0.40613335,1,10
0.16255936,0.21646345,0.9151306,0.9327953,0.451782,0.40614426,1,10
0.16255936,0.21646345,0.9151306,0.9327953,0.451782,0.40614426,1,10
0.16714267,0.23447041,0.888353,0.91399485,0.50862426,0.5774004,1,10
0.16712843,0.23443116,0.88840795,0.91403985,0.50849825,0.5770558,1,10
0.16711256,0.23438747,0.8884693,0.91409004,0.50835764,0.57667166,1,10
0.1671101,0.2343806,0.88847876,0.9140978,0.50833577,0.5766119,1,10
0.16711502,0.23439424,0.8884597,0.9140822,0.50837976,0.57673174,1,10
0.1671101,0.2343806,0.88847876,0.9140978,0.50833577,0.5766119,1,10
0.16711256,0.23438747,0.8884693,0.91409004,0.50835764,0.57667166,1,10
0.1671392,0.23446085,0.88836646,0.9140059,0.50859326,0.5773159,1,10
0.16717455,0.23455809,0.8882308,0.91389483,0.50890434,0.57816786,1,10
0.16720319,0.23463707,0.88812137,0.91380537,0.5091552,0.5788577,1,10
0.16724375,0.23474883,0.8879679,0.91367996,0.5095069,0.57982945,1,10
0.16730465,0.23491712,0.8877415,0.9134957,0.51002437,0.5812789,1,10
0.167346,0.23503278,0.8875934,0.9133765,0.51036096,0.58225495,1,10
0.16736567,0.23508951,0.8875289,0.9133266,0.5105046,0.5827111,1,10
0.16737063,0.23510905,0.88752913,0.9133326,0.51049525,0.5828078,1,10
0.16732785,0.2350039,0.88772684,0.9135068,0.510023,0.5817508,1,10
0.16844094,0.23788254,0.8833574,0.9097731,0.52030134,0.6077699,1,10
0.1682336,0.23736282,0.88416684,0.91047835,0.51837397,0.6030354,1,10
0.16803521,0.23685946,0.88494223,0.9111487,0.51653713,0.59846693,1,10
0.16786084,0.2364126,0.8856263,0.91173655,0.51492333,0.5944178,1,10
0.16777582,0.23619328,0.8859612,0.912023,0.51413566,0.59243065,1,10
0.16778779,0.23622428,0.88591385,0.9119826,0.51424676,0.5927116,1,10
0.16797867,0.23671512,0.8851635,0.91133934,0.5160144,0.5971589,1,10
0.16833144,0.23760886,0.8837852,0.9101466,0.5192815,0.6052738,1,10
0.16858223,0.23823193,0.88279945,0.90928245,0.52163744,0.6109868,1,10
0.16865346,0.23840062,0.88249576,0.90900916,0.52237475,0.6126318,1,10
0.16861367,0.23829316,0.8826182,0.909109,0.5220933,0.61177665,1,10
0.16854054,0.23810382,0.8828738,0.9093266,0.52149206,0.6101611,1,10
0.16846424,0.23790725,0.8831476,0.9095607,0.5208465,0.60846007,1,10
0.16841158,0.23777165,0.88333887,0.9097243,0.52039546,0.6072794,1,10
0.16837895,0.23768756,0.88345796,0.9098262,0.52011466,0.6065456,1,10
0.16836195,0.23764373,0.8835201,0.9098794,0.519968,0.60616297,1,10
0.16464734,0.22701257,0.8994126,0.9227079,0.48384464,0.5092022,1,10
0.16465102,0.2270269,0.8993978,0.9226989,0.48387384,0.50931793,1,10
0.1646531,0.22703479,0.8993899,0.9226941,0.48388946,0.5093813,1,10
0.16465467,0.22704108,0.8993839,0.9226906,0.48390126,0.5094309,1,10
0.16465914,0.22705887,0.8993676,0.9226813,0.48393255,0.50956917,1,10
0.16466141,0.2270682,0.89935976,0.92267716,0.48394698,0.50963974,1,10
0.16466054,0.22706465,0.8993626,0.9226786,0.48394173,0.5096132,1,10
0.16466203,0.22707082,0.89935774,0.92267615,0.4839505,0.5096589,1,10
0.1646651,0.2270841,0.89934933,0.9226731,0.48396426,0.50975233,1,10
0.16466576,0.22708732,0.89934796,0.92267305,0.48396564,0.50977284,1,10
0.16466531,0.22708534,0.89934874,0.9226731,0.48396486,0.5097599,1,10
0.16466522,0.22708468,0.89934903,0.9226731,0.48396456,0.509756,1,10
0.16466585,0.22708781,0.89934796,0.9226732,0.48396558,0.5097757,1,10
0.16466592,0.22708826,0.8993478,0.92267334,0.48396558,0.509778,1,10
0.1646646,0.22708173,0.8993505,0.9226734,0.48396254,0.50973624,1,10
0.16466498,0.22708356,0.8993496,0.92267317,0.4839639,0.50974864,1,10
0.16644019,0.23253028,0.8911699,0.9163027,0.50217515,0.56006956,1,10
0.1664398,0.2325291,0.8911705,0.91630304,0.5021739,0.5600618,1,10
0.166439,0.23252611,0.89117223,0.91630375,0.502171,0.5600422,1,10
0.16643819,0.2325234,0.8911741,0.91630477,0.5021674,0.56002355,1,10
0.16643876,0.23252545,0.89117277,0.9163041,0.50217,0.5600376,1,10
0.16644019,0.23253028,0.8911699,0.9163027,0.50217515,0.56006956,1,10
0.16643915,0.23252669,0.8911718,0.91630363,0.5021716,0.56004614,1,10
0.166438,0.23252271,0.8911747,0.91630507,0.5021665,0.56001854,1,10
0.16643915,0.23252669,0.8911718,0.91630363,0.5021716,0.56004614,1,10
0.16644,0.23252968,0.89117026,0.9163029,0.50217444,0.56006557,1,10
0.1664398,0.2325291,0.8911705,0.91630304,0.5021739,0.5600618,1,10
0.16643932,0.23252733,0.89117146,0.9163034,0.50217247,0.5600507,1,10
0.16644028,0.2325307,0.8911698,0.9163027,0.50217515,0.5600721,1,10
0.16644122,0.23253414,0.8911685,0.9163025,0.5021769,0.5600927,1,10
0.16644058,0.2325318,0.8911692,0.91630244,0.50217605,0.56007916,1,10
0.16644,0.23252968,0.89117026,0.9163029,0.50217444,0.56006557,1,10
0.16739053,0.2351229,0.8872546,0.91306096,0.5112016,0.58364964,1,10
0.16739026,0.23512252,0.88725656,0.9130629,0.5111965,0.5836424,1,10
0.16739026,0.23512252,0.88725656,0.9130629,0.5111965,0.5836424,1,10
0.16739012,0.23512231,0.88725746,0.9130638,0.5111944,0.5836389,1,10
0.16739026,0.23512252,0.88725656,0.9130629,0.5111965,0.5836424,1,10
0.16738999,0.23512208,0.88725877,0.91306514,0.51119083,0.58363396,1,10
0.16738987,0.2351218,0.8872597,0.91306597,0.5111886,0.5836303,1,10
0.16739053,0.2351229,0.8872546,0.91306096,0.5112016,0.58364964,1,10
0.16739026,0.23512252,0.88725656,0.9130629,0.5111965,0.5836424,1,10
0.16738948,0.23512112,0.88726217,0.91306835,0.51118237,0.58362,1,10
0.16738892,0.23512004,0.8872659,0.9130718,0.5111733,0.5836046,1,10
0.16738892,0.23512004,0.8872659,0.9130718,0.5111733,0.5836046,1,10
0.16738933,0.23512088,0.88726306,0.9130692,0.51118016,0.5836162,1,10
0.16738877,0.23511972,0.8872667,0.9130726,0.5111711,0.5836009,1,10
0.16738823,0.23511864,0.8872699,0.91307557,0.5111634,0.5835868,1,10
0.16738892,0.23512004,0.8872659,0.9130718,0.5111733,0.5836046,1,10
0.16874263,0.23858659,0.8819781,0.90852314,0.52366555,0.61496145,1,10
0.16874143,0.23858432,0.8819854,0.9085303,0.52364695,0.61493003,1,10
0.16874066,0.23858272,0.8819897,0.9085343,0.5236363,0.6149108,1,10
0.1687412,0.2385839,0.8819865,0.90853125,0.5236442,0.6149251,1,10
0.16874143,0.23858432,0.8819854,0.9085303,0.52364695,0.61493003,1,10
0.16874084,0.23858313,0.8819885,0.9085333,0.52363914,0.614916,1,10
0.16873933,0.23857996,0.8819966,0.90854084,0.523619,0.6148786,1,10
0.16874023,0.23858188,0.8819919,0.90853643,0.52363074,0.61490077,1,10
0.16874158,0.23858458,0.8819845,0.90852934,0.52364933,0.6149342,1,10
0.16874045,0.2385823,0.88199073,0.90853524,0.5236337,0.6149061,1,10
0.16873756,0.23857613,0.8820058,0.90854937,0.52359635,0.61483485,1,10
0.16873667,0.23857419,0.88201,0.90855324,0.5235859,0.6148142,1,10
0.16873834,0.23857786,0.88200176,0.9085456,0.5236063,0.6148542,1,10
0.16873834,0.23857786,0.88200176,0.9085456,0.5236063,0.6148542,1,10
0.16873667,0.23857419,0.88201,0.90855324,0.5235859,0.6148142,1,10
0.1687364,0.23857363,0.8820114,0.90855455,0.5235823,0.6148071,1,10
0.17659047,0.19932681,0.7906069,0.7940269,0.77450514,0.61452085,1,10
0.17658243,0.19932641,0.7906538,0.79407734,0.7743898,0.6144172,1,10
0.17655423,0.19932444,0.7908176,0.79425335,0.77398604,0.6140508,1,10
0.1765261,0.19932142,0.790981,0.7944286,0.77358323,0.6136784,1,10
0.17653018,0.19932185,0.7909576,0.7944035,0.77364093,0.6137315,1,10
0.17653412,0.19932231,0.79093444,0.7943787,0.7736979,0.6137846,1,10
0.17651011,0.19931917,0.79107404,0.7945282,0.7733535,0.6134627,1,10
0.1765061,0.19931845,0.7910971,0.7945528,0.7732964,0.61340815,1,10
0.17653018,0.19932185,0.7909576,0.7944035,0.77364093,0.6137315,1,10
0.17653412,0.19932231,0.79093444,0.7943787,0.7736979,0.6137846,1,10
0.17649014,0.1993157,0.7911899,0.7946519,0.7730673,0.61319023,1,10
0.17646226,0.1993101,0.79135185,0.7948246,0.772667,0.6128037,1,10
0.17647018,0.19931188,0.79130566,0.7947754,0.7727813,0.61291534,1,10
0.17647819,0.19931342,0.79125935,0.794726,0.7728957,0.6130252,1,10
0.17644638,0.19930644,0.7914442,0.7949228,0.7724389,0.61258096,1,10
0.17642266,0.19930018,0.7915821,0.79506934,0.77209765,0.6122423,1,10
0.17613003,0.20396909,0.7935595,0.799034,0.7680828,0.6376479,1,10
0.17612614,0.20396781,0.79358184,0.79905796,0.76802623,0.6375908,1,10
0.17609945,0.20395817,0.79373777,0.7992242,0.76763314,0.63718885,1,10
0.17606902,0.20394592,0.7939154,0.79941314,0.7671846,0.6367223,1,10
0.17606142,0.2039427,0.79395974,0.7994602,0.76707244,0.6366045,1,10
0.17606902,0.20394592,0.7939154,0.79941314,0.7671846,0.6367223,1,10
0.17605773,0.2039409,0.79398173,0.79948336,0.7670173,0.6365451,1,10
0.17601988,0.20392281,0.7942024,0.79971695,0.7664597,0.63594764,1,10
0.17602368,0.20392476,0.7941803,0.79969364,0.7665155,0.6360083,1,10
0.17604256,0.20393394,0.7940701,0.79957724,0.7667936,0.63630754,1,10
0.17600863,0.20391703,0.79426813,0.79978645,0.7662932,0.63576645,1,10
0.17597856,0.20390043,0.7944437,0.7999713,0.7658495,0.63527685,1,10
0.17595986,0.20388922,0.7945527,0.8000859,0.7655735,0.6349669,1,10
0.17596358,0.20389156,0.79453105,0.8000632,0.76562846,0.6350296,1,10
0.17596737,0.2038937,0.794509,0.80003995,0.7656842,0.63509136,1,10
0.1759226,0.20386533,0.79477036,0.8003138,0.7650227,0.6343387,1,10
0.17548591,0.21225035,0.7987501,0.8078358,0.75590396,0.67767054,1,10
0.17550331,0.21226348,0.7986473,0.80772674,0.75617296,0.6779829,1,10
0.17548239,0.21224749,0.7987707,0.80785763,0.7558497,0.6776067,1,10
0.17544767,0.21221922,0.79897547,0.80807406,0.755314,0.67697173,1,10
0.17543033,0.2122043,0.7990775,0.80818164,0.7550466,0.67664987,1,10
0.17542684,0.21220121,0.799098,0.8082032,0.7549933,0.67658514,1,10
0.17541295,0.21218868,0.7991794,0.8082888,0.7547801,0.6763247,1,10
0.1753819,0.2121594,0.79936177,0.80848,0.7543023,0.67573345,1,10
0.17535427,0.21213168,0.7995233,0.8086487,0.753879,0.6751988,1,10
0.17536461,0.2121423,0.7994629,0.80858576,0.7540372,0.6754002,1,10
0.17535427,0.21213168,0.7995233,0.8086487,0.753879,0.6751988,1,10
0.17531648,0.21209121,0.79974407,0.8088783,0.7533007,0.67445296,1,10
0.17529252,0.2120639,0.79988384,0.8090231,0.7529346,0.6739699,1,10
0.17528561,0.21205597,0.7999238,0.8090644,0.7528297,0.6738312,1,10
0.17528561,0.21205597,0.7999238,0.8090644,0.7528297,0.6738312,1,10
0.1752719,0.21203984,0.80000347,0.8091466,0.7526208,0.67355233,1,10
0.1750523,0.22104163,0.80449754,0.8173575,0.7411328,0.7175369,1,10
0.17506501,0.22105728,0.80442244,0.8172784,0.7413364,0.71780545,1,10
0.17506501,0.22105728,0.80442244,0.8172784,0.7413364,0.71780545,1,10
0.17503324,0.22101736,0.80460995,0.8174756,0.7408282,0.71713006,1,10
0.17502365,0.22100489,0.80466604,0.81753445,0.74067616,0.71692514,1,10
0.17501733,0.2209966,0.8047034,0.81757355,0.74057496,0.7167881,1,10
0.17503005,0.22101317,0.8046286,0.8174951,0.74077785,0.7170617,1,10
0.17504278,0.2210295,0.8045537,0.8174165,0.7409805,0.71733373,1,10
0.17501417,0.2209923,0.804722,0.81759304,0.7405246,0.7167193,1,10
0.17500776,0.22098367,0.80475926,0.81763196,0.74042356,0.7165811,1,10
0.17504597,0.22103365,0.8045351,0.817397,0.7410311,0.71740156,1,10
0.17504597,0.22103365,0.8045351,0.817397,0.7410311,0.71740156,1,10
0.17503005,0.22101317,0.8046286,0.8174951,0.74077785,0.7170617,1,10
0.17506185,0.22105336,0.80444115,0.8172981,0.7412856,0.7177384,1,10
0.17509678,0.22109506,0.8042339,0.81707925,0.74184746,0.7184706,1,10
0.17510635,0.2211061,0.8041771,0.81701916,0.742001,0.71866846,1,10
0.17529353,0.22741722,0.8064089,0.82162154,0.73598355,0.7504583,1,10
0.1753118,0.22743429,0.80629444,0.821497,0.7363015,0.7508326,1,10
0.17536038,0.22747612,0.80598766,0.82116187,0.7371542,0.75181216,1,10
0.17539373,0.22750191,0.8057756,0.8209293,0.73774374,0.7524715,1,10
0.17539977,0.22750624,0.8057368,0.8208865,0.73785144,0.75258964,1,10
0.17543,0.22752695,0.8055426,0.8206725,0.7383916,0.7531765,1,10
0.1754782,0.22755578,0.8052301,0.8203267,0.7392605,0.75409454,1,10
0.17550525,0.22756965,0.8050533,0.8201302,0.73975223,0.7545995,1,10
0.1755173,0.22757551,0.80497456,0.8200426,0.739971,0.75482196,1,10
0.1755323,0.22758186,0.80487555,0.81993216,0.7402464,0.7550971,1,10
0.17558022,0.22759947,0.8045579,0.8195769,0.7411297,0.75596184,1,10
0.1756191,0.22760989,0.8042981,0.81928504,0.74185216,0.75664586,1,10
0.175628,0.22761184,0.80423796,0.81921726,0.7420195,0.7568013,1,10
0.17564887,0.22761564,0.80409724,0.81905866,0.7424106,0.75716096,1,10
0.17567869,0.22761898,0.8038951,0.81882995,0.7429729,0.75766546,1,10
0.17571144,0.22762083,0.8036721,0.8185772,0.7435929,0.7582108,1,10
0.17665274,0.23195198,0.7999518,0.8156443,0.7542935,0.7924182,1,10
0.17665803,0.23195185,0.79991364,0.81560063,0.7544011,0.79251033,1,10
0.17667651,0.2319507,0.7997801,0.8154476,0.75477904,0.79282916,1,10
0.17672135,0.23194392,0.7994534,0.8150724,0.7557023,0.79358596,1,10
0.17672396,0.23194325,0.7994339,0.81505007,0.75575715,0.79362947,1,10
0.17672135,0.23194392,0.7994534,0.8150724,0.7557023,0.79358596,1,10
0.17673981,0.23193933,0.7993177,0.8149162,0.7560853,0.79388976,1,10
0.17676087,0.23193301,0.79916245,0.81473684,0.75652397,0.79423124,1,10
0.17677402,0.2319284,0.7990649,0.8146242,0.7567997,0.7944423,1,10
0.17676878,0.23193032,0.79910386,0.8146692,0.75668955,0.7943585,1,10
0.17677669,0.2319275,0.7990454,0.8146016,0.7568545,0.7944842,1,10
0.17680028,0.23191778,0.7988691,0.81439734,0.7573521,0.7948575,1,10
0.17679241,0.23192121,0.7989279,0.8144656,0.7571859,0.7947339,1,10
0.17676613,0.23193128,0.79912347,0.8146919,0.75663394,0.7943161,1,10
0.17677929,0.23192652,0.79902583,0.814579,0.7569096,0.794526,1,10
0.17680028,0.23191778,0.7988691,0.81439734,0.7573521,0.7948575,1,10
0.17726739,0.24343838,0.8061569,0.8259084,0.7368871,0.8419938,1,10
0.17726213,0.24344338,0.80620927,0.8259705,0.73673105,0.8418849,1,10
0.17726213,0.24344338,0.80620927,0.8259705,0.73673105,0.8418849,1,10
0.17727946,0.24342607,0.80603415,0.8257632,0.7372512,0.8422446,1,10
0.177288,0.24341662,0.80594623,0.8256591,0.7375121,0.8424212,1,10
0.17727946,0.24342607,0.80603415,0.8257632,0.7372512,0.8422446,1,10
0.17727429,0.24343143,0.8060869,0.8258256,0.73709494,0.8421376,1,10
0.17727946,0.24342607,0.80603415,0.8257632,0.7372512,0.8422446,1,10
0.17728117,0.24342425,0.8060167,0.82574254,0.73730326,0.84228027,1,10
0.17727596,0.24342963,0.80606925,0.82580477,0.73714703,0.8421734,1,10
0.17726739,0.24343838,0.8061569,0.8259084,0.7368871,0.8419938,1,10
0.17727086,0.24343497,0.80612195,0.8258671,0.73699063,0.8420657,1,10
0.17727086,0.24343497,0.80612195,0.8258671,0.73699063,0.8420657,1,10
0.17726213,0.24344338,0.80620927,0.8259705,0.73673105,0.8418849,1,10
0.17725872,0.24344684,0.8062444,0.8260119,0.736627,0.84181273,1,10
0.17726043,0.24344519,0.80622685,0.8259913,0.7366789,0.841849,1,10
0.17820027,0.2517348,0.81079435,0.8332065,0.7231073,0.8748,1,10
0.17819923,0.2517365,0.8108097,0.83322465,0.7230603,0.8747673,1,10
0.17819299,0.2517466,0.8109011,0.833333,0.72278,0.8745701,1,10
0.17819713,0.2517398,0.8108401,0.83326066,0.7229669,0.8747015,1,10
0.17820027,0.2517348,0.81079435,0.8332065,0.7231073,0.8748,1,10
0.17819405,0.2517449,0.81088585,0.8333149,0.7228268,0.8746031,1,10
0.17819196,0.25174817,0.8109163,0.833351,0.7227333,0.8745368,1,10
0.17819405,0.2517449,0.81088585,0.8333149,0.7228268,0.8746031,1,10
0.17819923,0.2517365,0.8108097,0.83322465,0.7230603,0.8747673,1,10
0.17819923,0.2517365,0.8108097,0.83322465,0.7230603,0.8747673,1,10
0.17818561,0.25175753,0.8110075,0.833459,0.72245365,0.87433666,1,10
0.17818461,0.25175914,0.8110228,0.8334771,0.7224071,0.87430334,1,10
0.17819507,0.25174326,0.8108707,0.83329684,0.7228734,0.874636,1,10
0.1781888,0.2517529,0.8109621,0.83340514,0.7225933,0.87443703,1,10
0.17818138,0.2517637,0.8110684,0.83353096,0.7222673,0.8742026,1,10
0.17818138,0.2517637,0.8110684,0.83353096,0.7222673,0.8742026,1,10
0.17905036,0.2568066,0.81319374,0.83697885,0.7158485,0.8949,1,10
0.17905541,0.25679475,0.8130866,0.8368526,0.71618176,0.89514166,1,10
0.17905414,0.2567978,0.81311345,0.8368842,0.71609837,0.89508164,1,10
0.17905036,0.2568066,0.81319374,0.83697885,0.7158485,0.8949,1,10
0.17905352,0.25679922,0.8131268,0.8369,0.7160567,0.8950513,1,10
0.17905352,0.25679922,0.8131268,0.8369,0.7160567,0.8950513,1,10
0.17904907,0.25680944,0.81322044,0.83701026,0.7157654,0.8948389,1,10
0.17904907,0.25680944,0.81322044,0.83701026,0.7157654,0.8948389,1,10
0.17905036,0.2568066,0.81319374,0.83697885,0.7158485,0.8949,1,10
0.17905036,0.2568066,0.81319374,0.83697885,0.7158485,0.8949,1,10
0.17904712,0.25681365,0.81326056,0.8370576,0.71564054,0.89474714,1,10
0.1790452,0.25681782,0.81330055,0.83710474,0.7155158,0.89465517,1,10
0.17904907,0.25680944,0.81322044,0.83701026,0.7157654,0.8948389,1,10
0.17905036,0.2568066,0.81319374,0.83697885,0.7158485,0.8949,1,10
0.17904648,0.2568151,0.8132739,0.8370734,0.7155987,0.8947165,1,10
0.17904454,0.2568191,0.8133139,0.8371204,0.71547437,0.8946241,1,10
0.17920399,0.25583252,0.8082921,0.8311016,0.7311176,0.9036539,1,10
0.17920764,0.2558245,0.80822194,0.8310183,0.73133653,0.9038088,1,10
0.17920764,0.2558245,0.80822194,0.8310183,0.73133653,0.9038088,1,10
0.179201,0.25583872,0.80834794,0.8311679,0.73094326,0.903529,1,10
0.1792017,0.25583708,0.80833393,0.83115125,0.73098683,0.9035601,1,10
0.17920764,0.2558245,0.80822194,0.8310183,0.73133653,0.9038088,1,10
0.17920616,0.25582772,0.8082499,0.8310515,0.7312491,0.9037471,1,10
0.17920399,0.25583252,0.8082921,0.8311016,0.7311176,0.9036539,1,10
0.17920548,0.25582948,0.80826396,0.83106816,0.73120534,0.9037166,1,10
0.17920908,0.2558212,0.80819386,0.8309849,0.7314243,0.90387046,1,10
0.1792098,0.2558195,0.8081798,0.83096826,0.73146784,0.90390116,1,10
0.17920472,0.25583097,0.80827796,0.83108485,0.7311616,0.90368515,1,10
0.1792017,0.25583708,0.80833393,0.83115125,0.73098683,0.9035601,1,10
0.1792098,0.2558195,0.8081798,0.83096826,0.73146784,0.90390116,1,10
0.1792098,0.2558195,0.8081798,0.83096826,0.73146784,0.90390116,1,10
0.17920548,0.25582948,0.80826396,0.83106816,0.73120534,0.9037166,1,10
0.17926046,0.2563649,0.80897206,0.83199155,0.729035,0.9045644,1,10
0.17926046,0.2563649,0.80897206,0.83199155,0.729035,0.9045644,1,10
0.17926265,0.25636044,0.8089299,0.83194166,0.7291667,0.90466017,1,10
0.17925978,0.25636637,0.80898607,0.8320081,0.72899115,0.9045325,1,10
0.17925607,0.25637352,0.8090563,0.83209133,0.7287715,0.9043712,1,10
0.17925978,0.25636637,0.80898607,0.8320081,0.72899115,0.9045325,1,10
0.17925678,0.25637206,0.8090422,0.83207464,0.72881544,0.9044035,1,10
0.17924775,0.25638813,0.80921024,0.83227336,0.72829,0.9040128,1,10
0.17924392,0.25639433,0.80928016,0.83235586,0.7280717,0.9038478,1,10
0.17924702,0.25638935,0.8092242,0.8322899,0.7282465,0.9039799,1,10
0.17924775,0.25638813,0.80921024,0.83227336,0.72829,0.9040128,1,10
0.17924392,0.25639433,0.80928016,0.83235586,0.7280717,0.9038478,1,10
0.17924002,0.2564001,0.8093498,0.83243805,0.72785413,0.9036815,1,10
0.1792447,0.25639307,0.8092661,0.83233935,0.7281156,0.9038811,1,10
0.1792508,0.25638294,0.8091544,0.8322073,0.72846514,0.9041438,1,10
0.17924392,0.25639433,0.80928016,0.83235586,0.7280717,0.9038478,1,10
0.1801233,0.2612859,0.8123575,0.836736,0.71881056,0.9205914,1,10
0.1801255,0.2612813,0.8122958,0.8366639,0.71900576,0.92074853,1,10
0.1801286,0.26127452,0.8122094,0.8365628,0.71927947,0.920967,1,10
0.18012813,0.26127553,0.8122217,0.83657724,0.71924025,0.9209358,1,10
0.1801233,0.2612859,0.8123575,0.836736,0.71881056,0.9205914,1,10
0.1801205,0.26129097,0.8124312,0.8368223,0.7185766,0.9204013,1,10
0.18012285,0.2612868,0.81236976,0.83675045,0.7187715,0.9205599,1,10
0.18012097,0.26129025,0.812419,0.836808,0.7186154,0.92043316,1,10
0.18011475,0.26130027,0.8125787,0.83699435,0.71810955,0.9200168,1,10
0.1801098,0.26130694,0.8127011,0.8371372,0.7177215,0.919692,1,10
0.18011129,0.26130506,0.8126644,0.8370943,0.7178378,0.9197898,1,10
0.18011326,0.26130235,0.8126154,0.83703727,0.7179929,0.91991967,1,10
0.18011129,0.26130506,0.8126644,0.8370943,0.7178378,0.9197898,1,10
0.18011326,0.26130235,0.8126154,0.83703727,0.7179929,0.91991967,1,10
0.18011908,0.26129344,0.8124681,0.8368653,0.7184597,0.9203057,1,10
0.18012188,0.26128843,0.81239426,0.83677906,0.7186936,0.9204965,1,10
0.18086097,0.26452774,0.8136245,0.838627,0.7151596,0.9334538,1,10
0.18085915,0.2645338,0.81371087,0.8387272,0.7148841,0.9332246,1,10
0.18085964,0.2645324,0.8136893,0.8387022,0.71495295,0.9332823,1,10
0.18086165,0.26452538,0.8135921,0.83858925,0.7152631,0.93353915,1,10
0.18086232,0.26452297,0.81355965,0.8385518,0.7153664,0.93362427,1,10
0.18086165,0.26452538,0.8135921,0.83858925,0.7152631,0.93353915,1,10
0.18086454,0.26451334,0.81344056,0.8384134,0.7157464,0.93393326,1,10
0.18086766,0.26449665,0.81325614,0.8381988,0.71633524,0.93440294,1,10
0.18086861,0.26449028,0.81319076,0.83812267,0.7165434,0.9345668,1,10
0.18086861,0.26449028,0.81319076,0.83812267,0.7165434,0.9345668,1,10
0.18086861,0.26449028,0.81319076,0.83812267,0.7165434,0.9345668,1,10
0.18086934,0.26448464,0.8131362,0.8380591,0.71671736,0.93470174,1,10
0.1808696,0.26448235,0.81311446,0.8380338,0.71678674,0.9347556,1,10
0.1808696,0.26448235,0.81311446,0.8380338,0.71678674,0.9347556,1,10
0.18087068,0.2644729,0.8130272,0.83793193,0.7170654,0.9349698,1,10
0.18087175,0.2644616,0.8129287,0.83781683,0.7173797,0.93520814,1,10
0.18146576,0.26691502,0.81431216,0.8396681,0.71332556,0.94345087,1,10
0.18146574,0.26691404,0.8143022,0.83965653,0.7133574,0.9434766,1,10
0.18146583,0.2669102,0.8142625,0.8396107,0.71348476,0.94357914,1,10
0.18146585,0.26690724,0.8142325,0.8395761,0.7135805,0.9436558,1,10
0.18146586,0.2669031,0.81419265,0.83953005,0.71370816,0.94375706,1,10
0.18146585,0.26690724,0.8142325,0.8395761,0.7135805,0.9436558,1,10
0.1814659,0.26690522,0.8142126,0.8395531,0.71364427,0.94370675,1,10
0.18146583,0.26689994,0.8141628,0.8394955,0.7138039,0.9438329,1,10
0.18146586,0.2669031,0.81419265,0.83953005,0.71370816,0.94375706,1,10
0.18146585,0.26690724,0.8142325,0.8395761,0.7135805,0.9436558,1,10
0.1814659,0.26690522,0.8142126,0.8395531,0.71364427,0.94370675,1,10
0.18146583,0.26689994,0.8141628,0.8394955,0.7138039,0.9438329,1,10
0.1814658,0.26689675,0.8141328,0.8394609,0.71389973,0.9439088,1,10
0.18146582,0.26690203,0.81418264,0.83951855,0.71374,0.9437825,1,10
0.18146585,0.26690415,0.8142026,0.83954155,0.71367633,0.9437319,1,10
0.1814658,0.26689562,0.81412274,0.8394493,0.7139317,0.9439338,1,10
0.18166205,0.26747483,0.81249356,0.8376345,0.71930933,0.9518786,1,10
0.18166342,0.2674882,0.81258017,0.83773524,0.7190312,0.9516797,1,10
0.18166395,0.26749316,0.8126125,0.83777297,0.71892715,0.9516048,1,10
0.18166274,0.2674815,0.8125369,0.837685,0.71917015,0.9517792,1,10
0.18166205,0.26747483,0.81249356,0.8376345,0.71930933,0.9518786,1,10
0.18166274,0.2674815,0.8125369,0.837685,0.71917015,0.9517792,1,10
0.18166406,0.26749474,0.81262326,0.8377855,0.7188926,0.95157975,1,10
0.1816631,0.26748493,0.8125585,0.8377101,0.71910083,0.9517297,1,10
0.18166223,0.26747656,0.8125044,0.8376472,0.7192746,0.95185393,1,10
0.18166327,0.26748663,0.8125693,0.83772266,0.71906585,0.9517046,1,10
0.18166395,0.26749316,0.8126125,0.83777297,0.71892715,0.9516048,1,10
0.18166274,0.2674815,0.8125369,0.837685,0.71917015,0.9517792,1,10
0.18166246,0.26747826,0.81251526,0.8376597,0.7192397,0.95182925,1,10
0.1816631,0.26748493,0.8125585,0.8377101,0.71910083,0.9517297,1,10
0.18166406,0.26749474,0.81262326,0.8377855,0.7188926,0.95157975,1,10
0.1816636,0.26748985,0.81259084,0.83774775,0.7189966,0.95165485,1,10
0.18183821,0.2681817,0.813026,0.8383076,0.7177285,0.9538098,1,10
